index,name,status,group_year,movie_id
9529,godfrey,i,2010,13713239
9530,godfrey,i,1967,161897
9531,godfrey,i,2007,11063523
9532,godfrey,i,1936,74979
9533,cornelia,i,1936,74979
9534,cornelia,i,1976,983692
9535,cornelia,i,1964,18974432
9536,cornelia,i,2009,12993849
9537,cornelia,i,2007,11689743
9538,lina,b,1980,6506391
9539,lina,i,1952,1883157
9540,lina,i,2008,20123417
9541,lina,i,1941,74984
9542,lina,i,2001,1602002
9543,lina,i,1999,3574823
9544,kemp,i,2011,12580152
9545,kemp,i,1983,13235461
9546,kemp,i,2010,22791862
9547,kemp,i,1953,75255
9548,kemp,i,1998,4681397
9549,delbert,i,1980,1186616
9550,delbert,i,2011,29373289
9551,delbert,i,1990,328344
9552,delbert,i,1975,75259
9553,delbert,i,1957,27391398
9554,linnea,i,1975,75259
9555,opal,t,1942,12746952
9556,opal,t,2011,31269549
9557,opal,i,1975,75259
9558,pearl,t,1936,20977469
9559,pearl,t,1936,32683495
9560,pearl,t,2010,3947481
9561,pearl,t,2010,5958413
9562,pearl,t,2010,20122638
9563,pearl,i,2003,1526905
9564,pearl,i,2002,231486
9565,pearl,i,2004,492158
9566,pearl,i,1955,75264
9567,pearl,i,2001,2352505
9568,gay,i,1975,75259
9569,gay,i,1961,1134155
9570,otis,t,2011,16839388
9571,otis,t,2011,19761638
9572,otis,i,1978,18715613
9573,otis,i,1981,1059280
9574,otis,i,2005,2063141
9575,otis,i,2003,307789
9576,otis,i,1935,75263
9577,katy,i,2010,22967108
9578,katy,i,1978,75261
9579,katy,i,2006,4611613
9580,katy,i,2007,10979337
9581,katy,i,1979,6953611
9582,stratton,i,1978,75261
9583,stratton,i,1979,1329088
9584,stratton,i,1997,21922672
9585,stratton,i,1949,1205786
9586,stratton,i,1998,23149191
9587,simpson,i,1997,29188646
9588,simpson,i,1952,1883157
9589,simpson,i,1978,1075228
9590,simpson,i,1998,677929
9591,simpson,i,1980,1843114
9592,carmine,t,2001,1188393
9593,carmine,b,2006,481605
9594,carmine,b,2006,1101306
9595,carmine,b,2006,8253290
9596,carmine,i,1990,3831834
9597,carmine,i,1978,75261
9598,carmine,i,2007,10712737
9599,hoover,i,1978,75261
9600,hoover,i,1995,171078
9601,hoover,i,1996,2771118
9602,hoover,i,1977,27611961
9603,hoover,i,1992,2372958
9604,day,i,1978,75261
9605,day,i,1985,583932
9606,day,i,1986,905971
9607,day,i,1993,864183
9608,day,i,1947,17995856
9609,birdie,i,1998,158982
9610,birdie,i,2003,468353
9611,birdie,i,1955,75264
9612,birdie,i,1994,2932836
9613,birdie,i,1963,16358705
9614,harper,t,2009,27694404
9615,harper,t,2009,34158305
9616,harper,t,2009,28027063
9617,harper,t,2003,871056
9618,harper,t,2003,2763180
9619,harper,t,2003,3276167
9620,harper,i,1998,308430
9621,harper,i,1996,28362996
9622,harper,i,1955,75264
9623,harper,i,2012,35131590
9624,harper,i,1990,451898
9625,icey,i,1955,75264
9626,icey,i,1946,14436640
9627,willa,t,2010,15060240
9628,willa,t,2010,23114809
9629,willa,t,2010,14958805
9630,willa,i,1955,75264
9631,willa,i,1987,302797
9632,sterling,t,2008,20829476
9633,sterling,t,2008,10214302
9634,sterling,b,1995,5158963
9635,sterling,b,1995,1856185
9636,sterling,b,1995,3210303
9637,sterling,i,2001,4767200
9638,sterling,i,1947,75266
9639,sterling,i,1929,24587933
9640,sterling,i,1922,19694473
9641,whit,i,1999,2244052
9642,whit,i,2007,8172248
9643,whit,i,1947,75266
9644,whit,i,2011,30730051
9645,whit,i,2002,5886412
9646,jeff,t,1955,15048299
9647,jeff,t,1955,2165760
9648,jeff,t,1955,2346581
9649,jeff,t,1973,7146194
9650,jeff,t,1979,453236
9651,jeff,t,1979,76394
9652,jeff,t,1979,24292756
9653,jeff,t,1939,12746952
9654,jeff,t,1939,34129784
9655,jeff,t,1939,28068076
9656,jeff,t,1998,431562
9657,jeff,t,1998,256713
9658,jeff,t,1998,143814
9659,jeff,b,1964,7414946
9660,jeff,b,1964,3429543
9661,jeff,b,1947,75266
9662,jeff,b,1947,3601408
9663,jeff,b,1947,14641156
9664,jeff,i,2008,15703454
9665,jeff,i,2005,17367576
9666,jeff,i,2011,32486389
9667,jeff,i,2006,3636498
9668,jeff,i,2007,15465928
9669,kathie,b,1953,773327
9670,kathie,i,1947,21995180
9671,kathie,i,1946,17066135
9672,kathie,i,1961,19174558
9673,meta,i,1947,75266
9674,fletcher,t,2011,8078282
9675,fletcher,t,2011,17323415
9676,fletcher,t,2011,5191706
9677,fletcher,t,1982,2484540
9678,fletcher,t,1982,224224
9679,fletcher,t,1982,147829
9680,fletcher,i,2007,29019414
9681,fletcher,i,2002,25747636
9682,fletcher,i,1997,16478181
9683,fletcher,i,1998,2845380
9684,fletcher,i,2005,9013167
9685,terrill,i,1976,75270
9686,terrill,i,2004,9313808
9687,josey,i,1976,75270
9688,josey,i,2005,2148370
9689,jamie,t,1995,648921
9690,jamie,t,1995,1212256
9691,jamie,t,1995,12202956
9692,jamie,t,1970,21099785
9693,jamie,t,2001,370064
9694,jamie,t,2001,451821
9695,jamie,t,2001,855797
9696,jamie,t,2012,27694404
9697,jamie,t,2012,24229540
9698,jamie,t,2012,28903466
9699,jamie,t,1942,6274712
9700,jamie,b,1976,75270
9701,jamie,b,1976,1075228
9702,jamie,i,2005,6050371
9703,jamie,i,2007,15465928
9704,jamie,i,2006,4510808
9705,jamie,i,2009,15033706
9706,jamie,i,1988,5007560
9707,wales,i,1976,75270
9708,marquise,i,1988,75933
9709,marquise,i,2012,33181037
9710,marquise,i,2003,21472776
9711,taro,i,1985,75984
9712,taro,i,1983,4129413
9713,sue,t,1970,2556838
9714,sue,t,1970,6114774
9715,sue,t,1970,10673063
9716,sue,t,1976,4899791
9717,sue,t,1976,19089093
9718,sue,t,1990,1125221
9719,sue,t,1990,543433
9720,sue,t,1990,129312
9721,sue,b,1960,28049793
9722,sue,i,2008,4708827
9723,sue,i,2004,3823057
9724,sue,i,1985,11028867
9725,sue,i,1986,246559
9726,sue,i,2006,7896385
9727,jiro,i,1985,75984
9728,jiro,i,1983,4129413
9729,dolores,t,1923,14963786
9730,dolores,t,1959,29880089
9731,dolores,b,1931,10296157
9732,dolores,i,2007,670407
9733,dolores,i,2010,22892307
9734,dolores,i,2004,676909
9735,dolores,i,1988,76018
9736,dolores,i,1994,528464
9737,leo,t,2013,26717073
9738,leo,t,2013,29462138
9739,leo,t,2013,36239136
9740,leo,t,2000,20181491
9741,leo,t,2000,286544
9742,leo,t,2000,695283
9743,leo,b,1924,20194103
9744,leo,i,1989,695227
9745,leo,i,1992,695266
9746,leo,i,2003,21845518
9747,leo,i,2004,8485960
9748,leo,i,1995,3077087
9749,allen,t,1998,4846576
9750,allen,t,1998,253828
9751,allen,t,1998,865561
9752,allen,i,2007,10916155
9753,allen,i,2008,20891196
9754,allen,i,2010,24770245
9755,allen,i,2002,5776169
9756,allen,i,2006,7896385
9757,stark,t,2010,22114132
9758,stark,t,2010,5676692
9759,stark,t,2010,22144990
9760,stark,i,2011,26999426
9761,stark,i,1955,76040
9762,stark,i,2006,1166096
9763,stark,i,1950,4500088
9764,stark,i,1948,24036525
9765,garth,b,1992,77744
9766,garth,b,1992,149113
9767,garth,i,2004,5483227
9768,garth,i,2005,2763180
9769,garth,i,2003,1612611
9770,garth,i,1948,76297
9771,garth,i,1998,6121312
9772,gil,i,2011,27459449
9773,gil,i,1998,20915685
9774,gil,i,1989,1118829
9775,gil,i,1996,2448816
9776,gil,i,2008,22165686
9777,bradley,t,2009,22547607
9778,bradley,t,2009,2950304
9779,bradley,t,2009,29664578
9780,bradley,t,1946,6000549
9781,bradley,t,1946,24051154
9782,bradley,t,1946,24152572
9783,bradley,b,1969,1690244
9784,bradley,i,2004,518928
9785,bradley,i,1953,21088926
9786,bradley,i,1982,312757
9787,bradley,i,1996,1781790
9788,bradley,i,2005,2172927
9789,irving,i,1953,76310
9790,irving,i,2004,1036208
9791,irving,i,2007,8317598
9792,irving,i,2006,2863646
9793,irving,i,2011,33416525
9794,johnston,i,2005,1904012
9795,johnston,i,2004,900231
9796,johnston,i,1987,129246
9797,johnston,i,1956,76335
9798,johnston,i,2003,1119784
9799,ethan,t,1997,724258
9800,ethan,t,1997,451866
9801,ethan,t,1997,1722156
9802,ethan,t,1987,673682
9803,ethan,t,1987,1616817
9804,ethan,t,1987,10934699
9805,ethan,b,2004,6641931
9806,ethan,b,2004,2021700
9807,ethan,b,2004,2793610
9808,ethan,i,2011,32111330
9809,ethan,i,2010,28870239
9810,ethan,i,2012,32567318
9811,ethan,i,1956,76335
9812,ethan,i,1976,1399119
9813,samuel,t,1985,84931
9814,samuel,t,1985,574909
9815,samuel,t,1985,1203421
9816,samuel,t,1962,12233331
9817,samuel,t,1962,5569680
9818,samuel,b,2002,525305
9819,samuel,b,2002,900231
9820,samuel,b,2002,444767
9821,samuel,b,1996,3911312
9822,samuel,b,1996,1822067
9823,samuel,b,1996,654530
9824,samuel,b,1956,76335
9825,samuel,b,1956,20004625
9826,samuel,b,1956,25587599
9827,samuel,i,2007,3623103
9828,samuel,i,2009,9650926
9829,samuel,i,1995,699336
9830,samuel,i,2011,31806834
9831,samuel,i,2008,14076686
9832,clayton,t,2010,5968326
9833,clayton,t,2010,31510744
9834,clayton,t,2010,14280823
9835,clayton,t,1971,1069944
9836,clayton,t,1971,2990847
9837,clayton,t,1971,3723154
9838,clayton,t,1956,76335
9839,clayton,b,2003,919392
9840,clayton,b,2003,25040465
9841,clayton,i,1990,213275
9842,clayton,i,1998,684771
9843,clayton,i,1999,16757667
9844,clayton,i,2008,15354287
9845,clayton,i,2007,2910322
9846,vic,t,1968,76345
9847,vic,t,1968,2920790
9848,vic,t,1968,10741125
9849,vic,t,1953,21088926
9850,vic,i,2010,26031039
9851,vic,i,1996,4697464
9852,vic,i,2002,633855
9853,vic,i,2004,1238514
9854,vic,i,1983,2796388
9855,marcy,b,1971,76345
9856,marcy,i,1998,458573
9857,marcy,i,2002,542094
9858,marcy,i,1985,613037
9859,marcy,i,1997,7064977
9860,marcy,i,2009,25507521
9861,shaft,i,2000,973155
9862,shaft,i,1971,76345
9863,shaft,i,1974,24317023
9864,torrey,t,1965,935194
9865,torrey,i,1953,76351
9866,axel,t,1987,680398
9867,axel,t,1987,3194438
9868,axel,i,1994,1138104
9869,axel,i,2006,4360088
9870,axel,i,2009,16055802
9871,axel,i,1993,2094975
9872,axel,i,1953,76351
9873,shane,i,2009,20332464
9874,shane,i,2005,2363173
9875,shane,i,2000,10016740
9876,shane,i,2012,34287962
9877,shane,i,1953,76351
9878,humbert,i,1937,76361
9879,humbert,i,1962,1488066
9880,snow,t,2010,31186339
9881,snow,t,2010,903383
9882,snow,t,2010,36019569
9883,snow,i,2008,12160883
9884,snow,i,1937,76361
9885,snow,i,2002,8785217
9886,snow,i,2012,33641119
9887,snow,i,1978,896182
9888,white,i,1937,76361
9889,white,i,1951,6632229
9890,white,i,1942,2100379
9891,white,i,1957,193845
9892,white,i,1941,17379350
9893,sugar,i,1997,203841
9894,sugar,i,1996,142435
9895,sugar,i,1959,76366
9896,sugar,i,1989,1681132
9897,sugar,i,2009,20169447
9898,desmond,t,1960,21924668
9899,desmond,b,1992,245515
9900,desmond,b,1992,1633134
9901,desmond,i,2010,24228929
9902,desmond,i,1950,76368
9903,desmond,i,1999,6201873
9904,desmond,i,2002,3619129
9905,desmond,i,2006,6880278
9906,norma,t,1950,76368
9907,norma,t,1950,10192270
9908,norma,t,2012,28063569
9909,norma,t,2012,2509831
9910,norma,b,1933,14452341
9911,norma,b,1933,14470369
9912,norma,i,1976,4899791
9913,norma,i,2006,1499348
9914,norma,i,1998,957928
9915,norma,i,2001,10707864
9916,norma,i,1979,103033
9917,gillis,i,1950,76368
9918,gillis,i,1955,7005141
9919,gillis,i,1990,1693829
9920,gillis,i,1961,9143529
9921,gillis,i,1935,24190676
9922,sidney,t,1993,113549
9923,sidney,t,1993,1665752
9924,sidney,t,1993,170858
9925,sidney,b,2000,600320
9926,sidney,b,2000,600351
9927,sidney,b,2000,577152
9928,sidney,i,2010,26672550
9929,sidney,i,2011,19787914
9930,sidney,i,1973,163459
9931,sidney,i,2008,11384089
9932,sidney,i,1964,264851
9933,brennan,t,1957,76377
9934,brennan,t,1957,9782939
9935,brennan,t,1957,28089857
9936,brennan,b,2010,7984798
9937,brennan,b,2010,24841297
9938,brennan,b,2010,13514560
9939,brennan,b,2000,473273
9940,brennan,b,2000,957928
9941,brennan,b,2000,642695
9942,brennan,i,1976,186856
9943,brennan,i,2008,3990450
9944,brennan,i,2006,2425302
9945,brennan,i,1990,5628492
9946,brennan,i,1992,21980093
9947,dathan,i,1956,76383
9948,tura,i,1942,76389
9949,tura,i,1962,6665962
9950,nichols,i,1993,1822067
9951,nichols,i,2007,3710785
9952,nichols,i,2008,19502541
9953,nichols,i,1982,76394
9954,nichols,i,1995,1476567
9955,jacqui,i,1982,76394
9956,jacqui,i,2002,13313192
9957,april,t,1994,9263475
9958,april,t,1994,4856981
9959,april,t,1994,7642474
9960,april,t,2001,227291
9961,april,t,2001,2051753
9962,april,t,2001,1842500
9963,april,b,1982,76394
9964,april,i,2008,4708827
9965,april,i,2010,26012433
9966,april,i,1990,2323962
9967,april,i,1986,113464
9968,april,i,2007,8942251
9969,slater,t,1968,24160862
9970,slater,i,2007,6254878
9971,slater,i,2009,5016250
9972,slater,i,1993,675832
9973,slater,i,1982,76394
9974,slater,i,2011,29294207
9975,carlisle,i,2008,14277334
9976,carlisle,i,2009,20672258
9977,carlisle,i,2010,21678052
9978,carlisle,i,2011,26581256
9979,carlisle,i,1982,76394
9980,dorsey,i,1982,76394
9981,dorsey,i,2006,6079405
9982,dorsey,i,1959,4863014
9983,dorsey,i,1988,5261848
9984,jazz,t,1986,76515
9985,jazz,i,1990,2164332
9986,jazz,i,2008,20985883
9987,magnus,i,2012,30951480
9988,magnus,i,1986,76515
9989,magnus,i,2009,21287122
9990,magnus,i,1933,2513887
9991,magnus,i,1978,6843857
9992,rod,t,1942,24191412
9993,rod,t,1979,13432112
9994,rod,i,2007,17041756
9995,rod,i,1996,142435
9996,rod,i,1984,3028191
9997,rod,i,2011,30124574
9998,rod,i,2002,617063
9999,madeleine,t,1993,772823
10000,madeleine,t,1993,19859572
10001,madeleine,t,1993,13716213
10002,madeleine,t,1987,14141946
10003,madeleine,t,1958,76617
10004,madeleine,b,1998,171621
10005,madeleine,b,1998,6545126
10006,madeleine,b,1998,2027759
10007,madeleine,i,2006,9502327
10008,madeleine,i,2008,7167797
10009,madeleine,i,2010,25245866
10010,madeleine,i,2005,3752653
10011,madeleine,i,2007,4939088
10012,ferguson,t,2009,13408866
10013,ferguson,t,2009,19175781
10014,ferguson,t,2009,9416837
10015,ferguson,i,1958,76617
10016,ferguson,i,1995,2408918
10017,ferguson,i,1978,4738713
10018,ferguson,i,1998,10286355
10019,ferguson,i,2008,14947020
10020,gavin,t,1998,4032134
10021,gavin,t,1998,2216309
10022,gavin,t,1998,4943020
10023,gavin,b,2009,16596475
10024,gavin,b,2009,8816501
10025,gavin,b,2009,14411595
10026,gavin,i,1958,76617
10027,gavin,i,2002,1354975
10028,gavin,i,1962,1343139
10029,gavin,i,1989,30275589
10030,gavin,i,2004,1036208
10031,wood,i,2001,667361
10032,wood,i,1958,76617
10033,wood,i,2000,342692
10034,wood,i,1994,528464
10035,wood,i,1989,23737134
10036,doctor,i,1958,76617
10037,doctor,i,1961,6178986
10038,doctor,i,1943,26606942
10039,doctor,i,1935,2310279
10040,doctor,i,1942,24051463
10041,dutch,b,2013,32857390
10042,dutch,i,1984,299016
10043,dutch,i,1969,76630
10044,dutch,i,2003,444767
10045,dutch,i,1962,1343139
10046,dutch,i,1999,24584915
10047,deke,i,1963,304428
10048,deke,i,2001,899255
10049,deke,i,1969,76630
10050,deke,i,1983,113442
10051,deke,i,1988,670386
10052,freddie,b,1939,28949505
10053,freddie,b,1939,34129784
10054,freddie,b,1939,24007811
10055,freddie,i,2007,13605482
10056,freddie,i,1999,536009
10057,freddie,i,2012,31960682
10058,freddie,i,1996,285559
10059,freddie,i,2001,142476
10060,marlowe,b,1973,3624815
10061,marlowe,b,1973,10203059
10062,marlowe,b,1973,5334557
10063,marlowe,i,1946,1645598
10064,marlowe,i,1951,2300167
10065,marlowe,i,1944,20769253
10066,marlowe,i,1959,689948
10067,marlowe,i,1947,2737528
10068,harding,i,1975,21913863
10069,harding,i,2008,14280823
10070,harding,i,2009,23292052
10071,harding,i,1942,76641
10072,harding,i,2004,15920311
10073,craig,t,1981,6534317
10074,craig,t,1981,15945871
10075,craig,t,1981,26358018
10076,craig,t,1942,76641
10077,craig,t,1942,12189457
10078,craig,t,1942,21874997
10079,craig,t,1996,349941
10080,craig,t,1996,169788
10081,craig,t,1996,1164579
10082,craig,t,2002,4846576
10083,craig,t,2002,10071292
10084,craig,t,2002,464883
10085,craig,t,1932,9612611
10086,craig,b,1959,14092400
10087,craig,b,1959,10068813
10088,craig,i,2009,23810915
10089,craig,i,2007,12044905
10090,craig,i,2010,30463556
10091,craig,i,2008,5191706
10092,craig,i,1988,3812366
10093,tess,t,1988,725984
10094,tess,t,1988,129427
10095,tess,t,1979,725468
10096,tess,t,1979,26015065
10097,tess,i,2011,29181369
10098,tess,i,2009,11440692
10099,tess,i,2008,19198390
10100,tess,i,2003,2236324
10101,tess,i,2010,23615900
10102,mabel,t,2011,26889567
10103,mabel,t,1947,25075517
10104,mabel,t,1970,8153627
10105,mabel,i,2007,903383
10106,mabel,i,2001,142476
10107,mabel,i,1992,171058
10108,mabel,i,2000,644385
10109,mabel,i,1974,76643
10110,hubbard,i,1954,77223
10111,hubbard,i,1974,5028092
10112,hubbard,i,1941,16767019
10113,hubbard,i,1980,7223822
10114,hubbard,i,1976,6030385
10115,margot,t,2011,18640429
10116,margot,t,2011,33058811
10117,margot,i,2001,444267
10118,margot,i,1954,77223
10119,margot,i,2006,12135919
10120,margot,i,2007,11963262
10121,margot,i,1959,242821
10122,anita,t,1984,6667912
10123,anita,t,1984,4625600
10124,anita,t,1984,25662714
10125,anita,b,1961,4608223
10126,anita,b,1961,30875295
10127,anita,i,2011,31964514
10128,anita,i,2000,1602740
10129,anita,i,2009,19609298
10130,anita,i,1996,23674693
10131,anita,i,2006,9425018
10132,georges,i,2011,12767159
10133,georges,i,1988,308898
10134,georges,i,1970,343408
10135,georges,i,2005,3035900
10136,georges,i,1998,214783
10137,berta,i,2002,898561
10138,berta,i,1941,77604
10139,den,i,1941,77604
10140,york,i,2003,1164544
10141,york,i,2008,4010174
10142,york,i,1999,2837025
10143,york,i,2010,23091532
10144,york,i,1941,77609
10145,ronnie,t,1934,28946878
10146,ronnie,t,1970,921865
10147,ronnie,t,1983,10030059
10148,ronnie,t,1983,10091244
10149,ronnie,t,1983,32358805
10150,ronnie,i,2007,32460996
10151,ronnie,i,2008,11901104
10152,ronnie,i,2000,397574
10153,ronnie,i,1977,146236
10154,ronnie,i,2003,3056072
10155,gehrig,i,1942,77639
10156,eleanor,t,2012,5016250
10157,eleanor,t,2012,13713239
10158,eleanor,t,2012,12246739
10159,eleanor,t,1946,17066135
10160,eleanor,t,1994,226202
10161,eleanor,t,1994,2415806
10162,eleanor,t,1994,15516110
10163,eleanor,i,2005,1872470
10164,eleanor,i,2004,1105278
10165,eleanor,i,1990,129602
10166,eleanor,i,1999,956598
10167,eleanor,i,2002,11097321
10168,leopold,i,1984,1065214
10169,leopold,i,2006,2571385
10170,leopold,i,2001,594240
10171,leopold,i,2009,12932741
10172,leopold,i,2011,33270910
10173,evans,i,2004,2657943
10174,evans,i,2007,14208812
10175,evans,i,2000,633531
10176,evans,i,1997,3033392
10177,evans,i,2006,3486717
10178,antoine,t,1968,304392
10179,antoine,t,1968,34056177
10180,antoine,t,1968,3894257
10181,antoine,t,1997,1735236
10182,antoine,t,1997,7258552
10183,antoine,t,1997,16949662
10184,antoine,i,1959,202140
10185,antoine,i,2008,16044362
10186,antoine,i,2003,2682566
10187,antoine,i,2011,33444713
10188,antoine,i,1943,77672
10189,therese,t,1943,77672
10190,therese,b,1962,2930455
10191,therese,i,2004,20225956
10192,therese,i,2000,6856839
10193,therese,i,2011,32622256
10194,bernadette,i,1992,1256990
10195,bernadette,i,1994,482882
10196,bernadette,i,2007,13379536
10197,bernadette,i,2002,3619129
10198,bernadette,i,2004,1823450
10199,willett,i,1944,77685
10200,willett,i,1934,20694814
10201,bridget,t,1958,19034228
10202,bridget,t,1958,24030686
10203,bridget,i,2009,633052
10204,bridget,i,1990,156745
10205,bridget,i,2001,1774803
10206,bridget,i,2012,3970458
10207,bridget,i,2004,1157124
10208,hilton,i,1995,6707631
10209,hilton,i,1944,77685
10210,hilton,i,1985,1097304
10211,hilton,i,1939,26866490
10212,lieutenant,i,1974,6223567
10213,lieutenant,i,1953,30920276
10214,lieutenant,i,1944,77685
10215,lieutenant,i,1973,18895212
10216,lieutenant,i,1943,12498936
10217,deborah,t,1944,77685
10218,deborah,t,1944,14582455
10219,deborah,t,1977,17521509
10220,deborah,t,1977,15018795
10221,deborah,t,1985,442308
10222,deborah,t,1985,897481
10223,deborah,t,1985,2918524
10224,deborah,i,2000,695023
10225,deborah,i,2007,3623103
10226,deborah,i,2006,3634311
10227,deborah,i,2004,1274324
10228,deborah,i,2009,20842848
10229,fidelia,i,1944,77685
10230,cassandra,t,2009,14579825
10231,cassandra,t,2009,24913134
10232,cassandra,t,2009,15336376
10233,cassandra,b,1992,77744
10234,cassandra,b,1992,149113
10235,cassandra,i,2002,957322
10236,cassandra,i,2004,706990
10237,cassandra,i,1983,423546
10238,cassandra,i,1988,574909
10239,cassandra,i,2003,10506215
10240,stacy,t,1962,15850590
10241,stacy,t,1994,77744
10242,stacy,t,1994,23767889
10243,stacy,t,1994,12202956
10244,stacy,t,1956,3344524
10245,stacy,t,2001,23631832
10246,stacy,t,2001,491323
10247,stacy,t,2001,1606601
10248,stacy,i,2012,26836627
10249,stacy,i,2007,702117
10250,stacy,i,1982,453236
10251,stacy,i,2006,5348143
10252,stacy,i,2008,17570003
10253,christian,t,1984,147829
10254,christian,b,2000,142481
10255,christian,b,2000,1364770
10256,christian,b,2000,1573381
10257,christian,i,2006,2688309
10258,christian,i,2011,33231130
10259,christian,i,2012,34443947
10260,christian,i,2004,928529
10261,christian,i,2002,897540
10262,banks,t,2008,5752544
10263,banks,t,2008,3024248
10264,banks,t,2008,15392801
10265,banks,i,2000,3171944
10266,banks,i,1998,25747880
10267,banks,i,1964,77856
10268,banks,i,1992,245515
10269,banks,i,1991,773089
10270,benedict,i,2001,1748482
10271,benedict,i,2004,1046470
10272,benedict,i,2007,3723947
10273,benedict,i,1993,675832
10274,benedict,i,1988,1233576
10275,polly,i,2005,1659846
10276,polly,i,1999,3383952
10277,polly,i,2004,932407
10278,polly,i,2006,8708612
10279,polly,i,1993,3447732
10280,parrish,i,1995,3700174
10281,parrish,i,1998,716738
10282,parrish,i,2002,933060
10283,parrish,i,2001,5830099
10284,parrish,i,1939,79848
10285,dudley,i,2001,667361
10286,dudley,i,2002,667368
10287,dudley,i,2004,667371
10288,dudley,i,1997,5224279
10289,dudley,i,2007,5733558
10290,doris,t,1947,80523
10291,doris,t,1947,24069458
10292,doris,t,1973,5996977
10293,doris,t,1973,23204699
10294,doris,t,1973,12157297
10295,doris,t,1967,3834822
10296,doris,t,1967,212981
10297,doris,t,1967,1909633
10298,doris,t,1980,20152781
10299,doris,t,1980,496401
10300,doris,t,1980,13362084
10301,doris,b,1932,7347460
10302,doris,b,1932,32852698
10303,doris,i,1998,171562
10304,doris,i,1993,142327
10305,doris,i,2007,18089755
10306,doris,i,2001,99304
10307,doris,i,2011,30742676
10308,hamlet,i,1996,101398
10309,hamlet,i,1990,101401
10310,hamlet,i,1948,80530
10311,hamlet,i,2000,101408
10312,hamlet,i,2008,16190026
10313,ophelia,t,2009,17758018
10314,ophelia,t,2009,22558849
10315,ophelia,t,2009,9935760
10316,ophelia,i,1996,101398
10317,ophelia,i,1990,14861797
10318,ophelia,i,1948,80530
10319,ophelia,i,1964,4000800
10320,virginia,t,1934,7450016
10321,virginia,t,1934,9253028
10322,virginia,t,1962,12624564
10323,virginia,t,1962,19920190
10324,virginia,t,1956,13887546
10325,virginia,t,1956,1663422
10326,virginia,t,1956,21983985
10327,virginia,t,2012,13670373
10328,virginia,t,2012,23624157
10329,virginia,t,2012,29365217
10330,virginia,b,1944,32204150
10331,virginia,b,1944,9446637
10332,virginia,b,1944,3577967
10333,virginia,i,2007,7404698
10334,virginia,i,1996,5878248
10335,virginia,i,1990,7074043
10336,virginia,i,2002,535979
10337,virginia,i,1999,3828251
10338,holley,i,2011,16839388
10339,holley,i,1949,80916
10340,holley,i,1936,32683495
10341,holley,i,2003,7415735
10342,nathan,t,1972,11526309
10343,nathan,t,1995,559847
10344,nathan,t,1995,20691749
10345,nathan,t,1995,2408918
10346,nathan,b,1980,4016437
10347,nathan,b,1980,92706
10348,nathan,b,2005,228274
10349,nathan,b,2005,12111728
10350,nathan,b,2005,15779585
10351,nathan,i,2001,10799167
10352,nathan,i,1987,279813
10353,nathan,i,2011,26783359
10354,nathan,i,1959,81100
10355,nathan,i,1989,1118829
10356,chance,t,1959,81100
10357,chance,b,1996,1631497
10358,chance,b,1996,2709182
10359,chance,b,1996,5207131
10360,chance,i,1985,963052
10361,chance,i,1968,2256164
10362,chance,i,2010,25125167
10363,chance,i,1994,16439424
10364,chance,i,1983,3422142
10365,wheeler,i,2008,10215404
10366,wheeler,i,1990,5501312
10367,wheeler,i,2001,1067272
10368,wheeler,i,1959,20338576
10369,wheeler,i,1985,250012
10370,burdette,i,1959,81100
10371,kao,i,1984,81503
10372,kao,i,2003,7425934
10373,kao,i,1998,22861853
10374,che,t,1984,81503
10375,che,i,2008,4806106
10376,che,i,2009,26834498
10377,che,i,2002,2332775
10378,che,i,1969,2933021
10379,che,i,2003,1164497
10380,lao,i,1984,81503
10381,lao,i,1982,4911472
10382,heinz,i,2011,26425120
10383,heinz,i,2005,2338993
10384,heinz,i,1995,31251203
10385,heinz,i,1951,84213
10386,heinz,i,1969,22292130
10387,monique,t,1958,6060331
10388,monique,t,2000,1695219
10389,monique,t,2000,3402601
10390,monique,t,2000,7306824
10391,monique,t,2011,34346997
10392,monique,t,2011,24590816
10393,monique,b,1996,2198940
10394,monique,i,2006,2763214
10395,monique,i,2004,709391
10396,monique,i,2005,6374203
10397,monique,i,1951,84213
10398,monique,i,1987,2363621
10399,hilde,i,1951,84213
10400,hilde,i,1938,17050526
10401,karl,t,1948,84213
10402,karl,t,1948,18519379
10403,karl,t,1948,21131420
10404,karl,t,1977,6446036
10405,karl,t,1977,33933454
10406,karl,t,1934,31553889
10407,karl,t,1934,9245306
10408,karl,t,2008,2571604
10409,karl,t,2008,1744593
10410,karl,t,2008,15352210
10411,karl,b,1964,2093270
10412,karl,b,1964,19090927
10413,karl,i,1988,9836112
10414,karl,i,2004,17911663
10415,karl,i,2003,30873849
10416,karl,i,1994,737803
10417,karl,i,2013,32438858
10418,eli,t,2007,20450767
10419,eli,t,2007,592297
10420,eli,t,2007,16881835
10421,eli,t,1999,223268
10422,eli,t,1999,11956773
10423,eli,t,1999,3123636
10424,eli,t,1970,8678373
10425,eli,t,1970,22369786
10426,eli,b,2012,6141751
10427,eli,b,2012,12246739
10428,eli,b,2012,36500393
10429,eli,i,1985,84931
10430,eli,i,1980,164395
10431,eli,i,1995,2826307
10432,eli,i,2009,26834440
10433,eli,i,1991,2014023
10434,trey,i,2010,24229540
10435,trey,i,1996,86533
10436,trey,i,2008,10542206
10437,trey,i,2002,2473101
10438,trey,i,2004,788543
